DUA;Item;Fecha;AÒo;Importador;RUC;Regimen;CÛdigo NCM;Aduana;VÌa Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;PaÌs de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;DescripciÛn de MercaderÌa;DescripciÛn para Filtro
118-262759;0009;14/07/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01563-22;HLCUEUR220614326;SANTOS;Brasil;Brasil;49.5;TM;49500;KILOGRAMO;0;No disponible;74336.07;1501.74;84546.76;1708.02;10198;49500;50750;BRASKEM S.A;BRASKEM;RESINA PLASTICA, BRASKEM, S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO RP 340S;RESINA PLASTICA, BRASKEM, S/M BOLSAS DE 25 KG USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO RP 340S
118-263071;0001;14/07/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01562-22;SUDU22BOG012170A;CARTAGENA;Colombia;Colombia;216000;KG;216000;KILOGRAMO;0;No disponible;390048;1.81;411400.72;1.9;21127;216000;220240;ESENTTIA SA INDUSTRIAL VIA MAMOMA;ESENTTIA;POLIPROPILENO COPOLIMERO ESENTTIA 130C80ND EN BOLSAS DE 25KG // LOTE # 122J0909A. 122M0758A INYECCION. FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO COPOLIMERO 130C80ND;POLIPROPILENO COPOLIMERO ESENTTIA 130C80ND EN BOLSAS DE 25KG // LOTE # 122J0909A. 122M0758A INYECCION. FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO COPOLIMERO 130C80ND
118-263664;0001;14/07/2022;2022;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01559-22;ANT1577393;ANTWERPEN;BÈlgica;Reino Unido;49.5;TM;49500;KILOGRAMO;0;No disponible;115028.48;2323.81;124001.99;2505.09;8919.52;49500;50350;INEOS EUROPE AGAVENUE DES UTTINS 31180 ROLLE, VAUD;ELTEX;COPOLIMERO DE POLIPROPILENO, ELTEX, KS359HP PE BACGS ON 36 X 1375KG PALLET  PP COPOLYMER: ELTEX P  KS359 HP 1980X25KG;COPOLIMERO DE POLIPROPILENO, ELTEX, KS359HP PE BACGS ON 36 X 1375KG PALLET  PP COPOLYMER: ELTEX P  KS359 HP 1980X25KG
118-264367;0001;15/07/2022;2022;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01563-22;SUDU62SSZ042245X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;43758;1750.32;49104.3;1964.17;5297;25000;25100;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, CG 210NA CG 210NA-POLIPROPILENO COPO HETEROFASICO 20 BOLSAS POR 1250 KG C/U POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, CG 210NA CG 210NA-POLIPROPILENO COPO HETEROFASICO 20 BOLSAS POR 1250 KG C/U POLIPROPILENO COPOLIMERO
118-265246;0001;15/07/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01521-22;COSU6336901090;KRZZA;Estados Unidos;Estados Unidos;90;TM;90000;KILOGRAMO;0;No disponible;119840;1331.56;155350.56;1726.12;35314;90000;91230;LG CHEM, LTD.;S/M;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS
118-265526;0001;15/07/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01521-22;COSU6336901270;KRZZA;Estados Unidos;Estados Unidos;67.5;TM;67500;KILOGRAMO;0;No disponible;89930;1332.3;116507.42;1726.04;26430;67500;68630;LG CHEM, LTD.;S/M;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS
118-265598;0001;15/07/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01521-22;COSU6336903020;KRZZA;Estados Unidos;Estados Unidos;112.5;TM;112500;KILOGRAMO;0;No disponible;149800;1331.56;194175.7;1726.01;44130;112500;113990;LG CHEM, LTD.;S/M;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS
118-265602;0001;15/07/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01565-22;MAEU219107194;KRZZA;Estados Unidos;Estados Unidos;45;TM;45000;KILOGRAMO;0;No disponible;61164.51;1359.21;75915.94;1687.02;14638;45000;45540;LG CHEM, LTD;S/M;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS
118-268177;0001;16/07/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01565-22;MAEU218815252;KRZZA;Estados Unidos;Estados Unidos;225;TM;225000;KILOGRAMO;0;No disponible;298272.56;1325.66;378579.7;1682.58;79740;225000;226870;LG CHEM, LTD;S/M;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS;COPOLIMERO POLIPROPILENO, S/M, S/M PP M1650 25KG BAG PP EN BOLSAS DE 25 KG C/U PROPYLENE COPOLYMERS
118-268668;0001;18/07/2022;2022;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01667-22;MAEU218729991;No disponible;Arabia Saudi;Francia;120;TM;120000;KILOGRAMO;0;No disponible;200590;1671.58;223212.37;1860.1;20115;120000;122320;NATIONAL PETROCHEMICAL INDUSTRIAL CO.P.O. BOX 4459;TELDENE;COPOLIMERO DE POLIPROPILENO, TELDENE, R40MLT REF : R40MLT USO: INDUSTRIAL  / EN 4800 SACOS X 25 KG C/U POLYPROPYLENE COPOLYMERE RANDOM INJECTION TELDENE R40MLT;COPOLIMERO DE POLIPROPILENO, TELDENE, R40MLT REF : R40MLT USO: INDUSTRIAL  / EN 4800 SACOS X 25 KG C/U POLYPROPYLENE COPOLYMERE RANDOM INJECTION TELDENE R40MLT
118-269062;0001;18/07/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01629-22;SEAU218934360;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;45761.92;1.69;48385;1.79;2611;27000;27690;ESENTTIA S A;ESENTTIA;COPOLIMERO R., ESENTTIA, R.10R10C COPOLIMERO R. 10R10C EN BOLSAS DE 25 KILOS COPOLIMERO, ESENTTIA, R. 10R10C USO INDUSRIAL // LOTE: 222J5459B;COPOLIMERO R., ESENTTIA, R.10R10C COPOLIMERO R. 10R10C EN BOLSAS DE 25 KILOS COPOLIMERO, ESENTTIA, R. 10R10C USO INDUSRIAL // LOTE: 222J5459B
118-269482;0001;18/07/2022;2022;TOP COMERCIALIZADORA Y DISTRIBUIDORA S.A.C.;4  20538492028;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01455-22;HLCUSEL220636632;KRZZA;Corea del Sur;BÈlgica;22;TM;22000;KILOGRAMO;0;No disponible;33319.53;1514.52;37440.73;1701.85;4080.47;22000;22569.6;LOTTE CHEMICAL CORPORATION;S/M;POLIPROPILENO COPOLIMERO S/M S/M DE PLASTICO USO INDUSTRIAL 880 SACOS POR 25 KG C/U PP COPO BLOQUE, JM-350, MFI: 10 INJECTION;POLIPROPILENO COPOLIMERO S/M S/M DE PLASTICO USO INDUSTRIAL 880 SACOS POR 25 KG C/U PP COPO BLOQUE, JM-350, MFI: 10 INJECTION
118-269482;0002;18/07/2022;2022;TOP COMERCIALIZADORA Y DISTRIBUIDORA S.A.C.;4  20538492028;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01455-22;HLCUSEL220694200;KRZZA;Corea del Sur;BÈlgica;0.1;TM;100;KILOGRAMO;0;No disponible;145;1450;204.53;2045.3;57.72;100;100.4;LOTTE CHEMICAL CORPORATION;S/M;POLIPROPILENO COPOLIMERO S/M S/M DE PLASTICO, MUESTRAS SIN VALOR COMERCIAL USO INDUSTRIAL 4 SACOS POR 25 KG C/U, VALOR SOLO PARA EFECTOS ADUANEROS JM-350, MFI: 10 INJECTION;POLIPROPILENO COPOLIMERO S/M S/M DE PLASTICO, MUESTRAS SIN VALOR COMERCIAL USO INDUSTRIAL 4 SACOS POR 25 KG C/U, VALOR SOLO PARA EFECTOS ADUANEROS JM-350, MFI: 10 INJECTION
118-269549;0001;18/07/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01560-22;TSMD200997;TIANJINXINGANG;Brasil;Alemania;112;TM;112000;KILOGRAMO;0;No disponible;182200;1626.79;193451.16;1727.24;11000;112000;112930;JEBSEN & JESSEN CHEMICALS GMBHKEHRWIEDER 1120457 H;S/M;POLIPROPILENO COPOLIMERO, S/M, S/M EP640S POLIPROPILENO COPOLIMERO POLIPROPILENO COPOLIMERO  EP640S BOLSAS DE 25 KG C/U;POLIPROPILENO COPOLIMERO, S/M, S/M EP640S POLIPROPILENO COPOLIMERO POLIPROPILENO COPOLIMERO  EP640S BOLSAS DE 25 KG C/U
118-270017;0001;19/07/2022;2022;TOP COMERCIALIZADORA Y DISTRIBUIDORA S.A.C.;4  20538492028;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ043416X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;36869.78;1489.69;42157.27;1703.32;5242;24750;25460;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO BRASKEM S/M PLASTICO USO INDUSTRIAL 990 BOLSAS EN 18 PALLETS COPOLIMERO HETEROFASICO;POLIPROPILENO BRASKEM S/M PLASTICO USO INDUSTRIAL 990 BOLSAS EN 18 PALLETS COPOLIMERO HETEROFASICO
118-270919;0001;19/07/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01629-22;SEAU219630166;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;42333.78;1.57;44956;1.67;2611;27000;27380;ESENTTIA S A;ESENTTIA;COPOLIMERO , ESENTTIA, I.40C75N BOLSAS DE 25 KILOS USO INDUSTRIAL COPOLIMERO I. 40C75N;COPOLIMERO , ESENTTIA, I.40C75N BOLSAS DE 25 KILOS USO INDUSTRIAL COPOLIMERO I. 40C75N
118-271162;0001;19/07/2022;2022;PERUPLAST S A;4  20100175569;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01593-22;401104549RTM;ROTTERDAM;PaÌses Bajos;Reino Unido;24750;KG;24750;KILOGRAMO;0;No disponible;97020;3.92;103773.52;4.19;6744.38;24750;25240;BASELL BENELUX B.V. MP1;EQUISTAR;COPOLIMERO ADFLEX Q100F, EQUISTAR, S/M EN BOLSAS DE 25KG SE USA PARA EL PROCESO DE EXTRUSION COPOLIMEROS DE PROPILENO 100% POLIPROPILENO;COPOLIMERO ADFLEX Q100F, EQUISTAR, S/M EN BOLSAS DE 25KG SE USA PARA EL PROCESO DE EXTRUSION COPOLIMEROS DE PROPILENO 100% POLIPROPILENO
118-271416;0001;19/07/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01726-22;SMLU7210853A;GUAYAQUIL;Singapur;Estados Unidos;24750;KG;24750;KILOGRAMO;0;No disponible;84343.75;3.41;87291.73;3.53;2900;24750;25165;CPA INTERNATIONAL;VISTAMAXX;POLIPROPILENO COPOLIMERO, VISTAMAXX, 6502 EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO COPOLIMERO POLIPROPILENO /VISTAMAXX 6502;POLIPROPILENO COPOLIMERO, VISTAMAXX, 6502 EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO COPOLIMERO POLIPROPILENO /VISTAMAXX 6502
118-271416;0002;19/07/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01726-22;SMLU7210853A;GUAYAQUIL;Singapur;Estados Unidos;24750;KG;24750;KILOGRAMO;0;No disponible;84343.75;3.41;87291.73;3.53;2900;24750;25165;CPA INTERNATIONAL;VISTAMAXX;POLIPROPILENO COPOLIMERO, VISTAMAXX, 6502 EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO COPOLIMERO POLIPROPILENO /VISTAMAXX 6502;POLIPROPILENO COPOLIMERO, VISTAMAXX, 6502 EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO COPOLIMERO POLIPROPILENO /VISTAMAXX 6502
118-271512;0001;19/07/2022;2022;COLCA DEL PERU S A;4  20100351804;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01097-22;HLCUTA12204DQRS8;QINGDAO;China;Alemania;56;TM;56000;KILOGRAMO;0;No disponible;89092.46;1590.94;100635.06;1797.05;11452.39;56000;56330;JEBSEN & JESSEN CHEMICALS GMBH;S/M;COPOLIMERO DE POLIPROPILENO, S/M, S/M CODIGO: 10011755 USO: INDUSTRIAL RANDOM MT.500B 4,480 BAGS X 25 KG C/U;COPOLIMERO DE POLIPROPILENO, S/M, S/M CODIGO: 10011755 USO: INDUSTRIAL RANDOM MT.500B 4,480 BAGS X 25 KG C/U
118-272199;0001;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0002;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0003;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0004;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0005;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0006;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0007;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0008;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0009;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272199;0010;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045066X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47659.3;1906.37;5247.5;25000;25481;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272489;0001;20/07/2022;2022;INVERSIONES SAN GABRIEL S A;4  20100403294;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01455-22;HLCUSEL220636420;KRZZA;Corea del Sur;Estados Unidos;22;TM;22000;KILOGRAMO;0;No disponible;35739.03;1624.5;39873.56;1812.43;4090.97;22000;22410;LOTTE CHEMICAL CORPORATION;LOTTE CHEMICAL;POLIPROPILENO COPOLIMERO. Lotte Chemical. PP B-320 PRESENTADO EN 880 BOLSAS DE 25KG PARA USO INDUSTRIAL POLYPROPYLENE COPOLYMER B320;POLIPROPILENO COPOLIMERO. Lotte Chemical. PP B-320 PRESENTADO EN 880 BOLSAS DE 25KG PARA USO INDUSTRIAL POLYPROPYLENE COPOLYMER B320
118-272490;0001;20/07/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;HLCURI4220635319;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;38576.24;1558.64;43798.92;1769.65;5199;24750;25520;BRASKEM S.A;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, PRB 0131 EN BOLSAS DE 25 KG C/U PRB 0131 POLIPROPILENO COPOLIMERO RANDOMICO;POLIPROPILENO COPOLIMERO, BRASKEM, PRB 0131 EN BOLSAS DE 25 KG C/U PRB 0131 POLIPROPILENO COPOLIMERO RANDOMICO
118-272490;0002;20/07/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;HLCURI4220635319;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;38576.24;1558.64;43798.92;1769.65;5199;24750;25520;BRASKEM S.A;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, PRB 0131 EN BOLSAS DE 25 KG C/U PRB 0131 POLIPROPILENO COPOLIMERO RANDOMICO;POLIPROPILENO COPOLIMERO, BRASKEM, PRB 0131 EN BOLSAS DE 25 KG C/U PRB 0131 POLIPROPILENO COPOLIMERO RANDOMICO
