DUA;Item;Fecha;A駉;Importador;RUC;Regimen;C骴igo NCM;Aduana;V韆 Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa韘 de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;Descripci髇 de Mercader韆;Descripci髇 para Filtro
118-363835;0002;19/09/2022;2022;YNG S.A.C.;4  20481059713;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220837142;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29955.5;1210.32;35841.94;1448.16;5512;24750;25530;BRASKEM S.A;S/M;HOMOPOLIMEROS.S/M.S/M. PH 0130- POLIPROPILENO HOMOPOLIMERO PRODUCTO QUIMICO PARA LA INDUSTRIA POLIPROPILENO HOMOPOLIMEROS;HOMOPOLIMEROS.S/M.S/M. PH 0130- POLIPROPILENO HOMOPOLIMERO PRODUCTO QUIMICO PARA LA INDUSTRIA POLIPROPILENO HOMOPOLIMEROS
118-363835;0003;19/09/2022;2022;YNG S.A.C.;4  20481059713;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220837142;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29955.5;1210.32;35841.94;1448.16;5512;24750;25530;BRASKEM S.A;S/M;HOMOPOLIMEROS.S/M.S/M. PH 0130- POLIPROPILENO HOMOPOLIMERO PRODUCTO QUIMICO PARA LA INDUSTRIA POLIPROPILENO HOMOPOLIMEROS;HOMOPOLIMEROS.S/M.S/M. PH 0130- POLIPROPILENO HOMOPOLIMERO PRODUCTO QUIMICO PARA LA INDUSTRIA POLIPROPILENO HOMOPOLIMEROS
118-363848;0001;19/09/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02160-22;SUDU22BOG018281A;CARTAGENA;Colombia;Colombia;20700;KG;20700;KILOGRAMO;0;No disponible;24842.48;1.2;26949.08;1.3;2099.9;20700;21029.66;ESENTTIA S A NIT:800.059.470-5 ZONA;ESENTTIA;POLIPROPILENO. ESENTTIA. S/M HDPE ESENTTIA S50035-55 USO: INDUSTRIAL POLIPROPILENO DE ALTA DENSIDAD EN BOLSAS DE 25 KG;POLIPROPILENO. ESENTTIA. S/M HDPE ESENTTIA S50035-55 USO: INDUSTRIAL POLIPROPILENO DE ALTA DENSIDAD EN BOLSAS DE 25 KG
118-364288;0001;19/09/2022;2022;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02162-22;MAEU220730570;KRZZA;Corea del Sur;Corea del Sur;44;TM;44000;KILOGRAMO;0;No disponible;50326;1143.77;64318.37;1461.78;13919;44000;44910;LOTTE CHEMICAL CORPORATIONLOTTE WORLD TOWER. 300.;LOTTE CHEMICAL;Polipropileno homopolimero. Lotte Chemical. S/M  EN SACOS X 25KG C/U Polipropileno homopolimero H4540 POLYPROPYLENE;Polipropileno homopolimero. Lotte Chemical. S/M  EN SACOS X 25KG C/U Polipropileno homopolimero H4540 POLYPROPYLENE
118-364369;0001;19/09/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02122-22;ONEYSELCA5902900;KRZZA;Corea del Sur;Estados Unidos;67.2;TM;67200;KILOGRAMO;0;No disponible;98186.54;1461.11;120817.53;1797.88;22560;67200;68260;LG CHEM. LTD.;S/M;POLIPROPILENO S/M S/M EN SACOS DE 700KG. C/U PARA USO INDUSTRIAL POLYPROPYLENE CODIGO: PP H7914;POLIPROPILENO S/M S/M EN SACOS DE 700KG. C/U PARA USO INDUSTRIAL POLYPROPYLENE CODIGO: PP H7914
118-364682;0001;20/09/2022;2022;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ058632X;RIO DE JANEIRO;Brasil;Uruguay;49.5;TM;49500;KILOGRAMO;0;No disponible;61162.9;1235.61;73025.43;1475.26;11098;49500;50340;BRASKEM S.A. RUA LEMOS MONTEIRO. 12;BRASKEM;POLIPROPILENO HOMOPOLIMERO BRASKEM PG480 POLIPROPILENO SIN CARGA HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 1980 BOLSAS x 25 KG C/U.. COD.PG480 SIN CARGA HOMOPOLIMERO. LOTE: RJIALF034E;POLIPROPILENO HOMOPOLIMERO BRASKEM PG480 POLIPROPILENO SIN CARGA HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 1980 BOLSAS x 25 KG C/U.. COD.PG480 SIN CARGA HOMOPOLIMERO. LOTE:
118-364719;0001;20/09/2022;2022;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;AGENCIAS UNIVERSALES PERU;02194-22;MW13TC05A;TIANJIN;China;China;1500;TM;1500000;KILOGRAMO;0;No disponible;1936500;1291;2190953.96;1460.64;253500;1500000;1510290;SHANDONG DAWN INTERNATIONAL TRADING CO..LTD.;S/M;HOMOPOLIMERO BOPP. S/M. S/M HOMOPOLIMERO BOPP POLYPROPYLENE 1103K EN FORMAS PRIMARIAS POLYPROPYLENE 1103K;HOMOPOLIMERO BOPP. S/M. S/M HOMOPOLIMERO BOPP POLYPROPYLENE 1103K EN FORMAS PRIMARIAS POLYPROPYLENE 1103K
118-364948;0001;20/09/2022;2022;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;02158-22;NBXT146372;NINGBO;Corea del Sur;Hong Kong;52;TM;52000;KILOGRAMO;0;No disponible;70305.75;1352.03;80508.49;1548.24;10110.65;52000;53170;JIASH RESOURCE HK LIMITEDRM 803. LIPPO SUN PLAZA.;LOTTE CHEMICAL;POLIPROPILENO HOMOPOLIMERO. LOTTE CHEMICAL. S/M EN 2080 BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER GJ-170 GJ-170;POLIPROPILENO HOMOPOLIMERO. LOTTE CHEMICAL. S/M EN 2080 BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER GJ-170 GJ-170
118-365032;0001;20/09/2022;2022;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;02099-22;OOLU2704763860;KRZZA;Corea del Sur;Uruguay;66;TM;66000;KILOGRAMO;0;No disponible;75609.57;1145.6;98754.69;1496.28;22200;66000;67390;LOTTE CHEMICAL CORPORATION;LOTTE CHEMICAL;POLIPROPILENO HOMOPOLIMERO LOTTE CHEMICAL Y130 POLYPROPYLENE HOMOPOLYMER PARA LA FABRICACION DE TELAS Y ENVASES DE POLIPROPILENO EN 2640 BOLSAS x 25KG C/U. LOTE:P22313125;POLIPROPILENO HOMOPOLIMERO LOTTE CHEMICAL Y130 POLYPROPYLENE HOMOPOLYMER PARA LA FABRICACION DE TELAS Y ENVASES DE POLIPROPILENO EN 2640 BOLSAS x 25KG C/U. LOTE:P22313125
118-365096;0001;20/09/2022;2022;QUIMTIA S.A.;4  20110200201;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02060-22;HLCUSEL220812741;KRZZA;Corea del Sur;B閘gica;154;TM;154000;KILOGRAMO;0;No disponible;192509.08;1250.06;223450.28;1450.98;30790.92;154000;156380;LOTTE CHEMICAL CORPORATION;LOTTE CHEMICAL;POLIPROPILENO HOMOPOLIMERO LOTTE CHEMICAL S/M  USO INDUSTRIAL CAS 9003-07-0 GRADO: GY-130, RAFFIA, MFI 3.5;POLIPROPILENO HOMOPOLIMERO LOTTE CHEMICAL S/M  USO INDUSTRIAL CAS 9003-07-0 GRADO: GY-130, RAFFIA, MFI 3.5
118-365299;0001;20/09/2022;2022;NORSAC SA.;4  20125625780;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02150-22;MEDUJ4027648;No disponible;Arabia Saudi;Estados Unidos;49.5;TM;49500;KILOGRAMO;0;No disponible;55855.41;1128.39;69795;1410;13800;49500;50070;ADVANCED PETROCHEMICAL COMPANY;ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED
118-365318;0001;20/09/2022;2022;NORSAC SA.;4  20125625780;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02150-22;MEDUJ4028695;No disponible;Arabia Saudi;Estados Unidos;49.5;TM;49500;KILOGRAMO;0;No disponible;55855.41;1128.39;69795;1410;13800;49500;50060;ADVANCED PETROCHEMICAL COMPANY;ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED
118-365344;0001;20/09/2022;2022;NORSAC SA.;4  20125625780;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02150-22;MEDUJ4027663;No disponible;Arabia Saudi;Estados Unidos;49.5;TM;49500;KILOGRAMO;0;No disponible;55855.41;1128.39;69795;1410;13800;49500;50020;ADVANCED PETROCHEMICAL COMPANY P.O. BOX 11022.JUBA;ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED
118-365356;0001;20/09/2022;2022;NORSAC SA.;4  20125625780;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02150-22;MEDUJ4028729;No disponible;Arabia Saudi;Estados Unidos;49.5;TM;49500;KILOGRAMO;0;No disponible;55855.41;1128.39;69795;1410;13800;49500;50000;ADVANCED PETROCHEMICAL COMPANY P.O. BOX 11022.JUBA;ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED;POLIPROPILENO HOMOPOLIMERO DE 0.91 G/CM3 1102LQ EN BOLSAS DE 25 KG ADVANCED
118-365491;0001;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220830250;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29638.06;1197.5;35193.71;1421.97;5437;24750;27032.5;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO
118-365491;0002;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220830250;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29638.06;1197.5;35193.71;1421.97;5437;24750;25195.5;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO
118-365491;0006;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220830250;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29638.06;1197.5;35193.71;1421.97;5437;24750;25195.5;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO
118-365491;0003;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220830250;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29638.06;1197.5;35193.71;1421.97;5437;24750;25195.5;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO
118-365491;0004;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220830250;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29638.06;1197.5;35193.71;1421.97;5437;24750;25195.5;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO
118-365491;0005;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCURI4220830250;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29638.06;1197.5;35193.71;1421.97;5437;24750;25195.5;BRASKEM S.A;BRASKEM;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO;POLIPROPILENO HOMOPOLIMERO  H 503HS. BRASKEM. S/M H 503HS PL14 EN BOLSAS DE 25 KG C/U POLIPROPILENO HOMOPOLIMERO H 503HS- POLIPROPILENO SIN CARGA HOMO
118-365626;0001;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ059516X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29481.28;1191.16;35330.54;1427.5;5730.61;24750;25106.66;BRASKEM S.A. RUA LEMOS MONTEIRO. 12;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 PALLETS DE 1.375 KG C/U;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 PALLETS DE 1.375 KG C/U
118-365626;0002;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ059516X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29481.28;1191.16;35330.54;1427.5;5730.61;24750;25106.66;BRASKEM S.A. RUA LEMOS MONTEIRO. 12;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 PALLETS DE 1.375 KG C/U;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 PALLETS DE 1.375 KG C/U
118-365626;0003;20/09/2022;2022;PROCESADORA COMERCIALIZAD MONTENEGRO SAC;4  20395981839;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ059516X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29481.28;1191.16;35330.54;1427.5;5730.61;24750;25106.66;BRASKEM S.A. RUA LEMOS MONTEIRO. 12;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 PALLETS DE 1.375 KG C/U;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 103 PL14 SE UTILIZA PARA EXTRUSION DE CINTAS DE POLIPROPILENO POLIPROPILENO HOMOPOLIMERO H103 PALLETS DE 1.375 KG C/U
118-365867;0001;20/09/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ060065X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29101;1175.8;34669.05;1400.77;5549;24750;25388.33;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-365867;0002;20/09/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ060065X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29101;1175.8;34669.05;1400.77;5549;24750;25388.33;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-365867;0003;20/09/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ060065X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29101;1175.8;34669.05;1400.77;5549;24750;25388.33;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-365867;0004;20/09/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ060065X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29101;1175.8;34669.05;1400.77;5549;24750;25388.33;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-365867;0005;20/09/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ060065X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29101;1175.8;34669.05;1400.77;5549;24750;25388.33;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-365867;0006;20/09/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;SUDU62SSZ060065X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29101;1175.8;34669.05;1400.77;5549;24750;25388.33;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC;POLIPROPILENO HOMOPOLIMERO, BRASKEM, H 202HC EN BOLSAS DE 25 KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO H 202HC
118-366024;0001;20/09/2022;2022;PLASTICOS PERU ALFA SOC RESP LTDA;4  20112231413;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02122-22;HLCUSEL220840482;KRZZA;Corea del Sur;Estados Unidos;88;TM;88000;KILOGRAMO;0;No disponible;113537.99;1290.2;130719.87;1485.45;16924;88000;88368;LOTTE CHEMICAL CORPORATION;LOTTE;POLIPROPILENO HOMOPOLIMERO. LOTTE. H4540 H4540 USO: INDUSTRIAL POLYPROPYLENE HOMOPOLYMER LOTE: P22322145;POLIPROPILENO HOMOPOLIMERO. LOTTE. H4540 H4540 USO: INDUSTRIAL POLYPROPYLENE HOMOPOLYMER LOTE: P22322145
118-366362;0001;21/09/2022;2022;INNOVATION AND MINING SOLUTIONS E.I.R.L. - INMS E.;4  20550638186;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;02158-22;SZHD22080171;TIANJIN;China;China;27;M;27000;KILOGRAMO;0;No disponible;32940;1220;40188.82;1488.47;7150;27000;27190;TO ORDER;S/M;POLIPROPILENO. S/M. S/M PRODUCTOS DE POLIPROPILENO EP300H GRANOS DE COLOR BLANCO;POLIPROPILENO. S/M. S/M PRODUCTOS DE POLIPROPILENO EP300H GRANOS DE COLOR BLANCO
118-366556;0001;21/09/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02122-22;ONEYBKKCT0322900;LAEM CHABANG;Tailandia;Tailandia;96;TM;96000;KILOGRAMO;0;No disponible;145491.9;1515.54;179521.78;1870.02;33960;96000;97730;IRPC PUBLIC COMPANY LIMITED;S/M;POLIPROPILENO S/M S/M  USO INDUSTRIAL PP GRADE 1105SC 128 BAGS ON 64 PALLETS;POLIPROPILENO S/M S/M  USO INDUSTRIAL PP GRADE 1105SC 128 BAGS ON 64 PALLETS
118-366570;0001;21/09/2022;2022;INVERSIONES SAN GABRIEL S A;4  20100403294;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02122-22;TWSC22080879;KRZZA;Corea del Sur;Singapur;22;TM;22000;KILOGRAMO;0;No disponible;25160;1143.64;32595.82;1481.63;7400;22000;22190;ITOCHU PLASTICS PTE LTD;LOTTE CHEMICAL;POLIPROPILENO HOMOPOLIMERO, LOTTE CHEMICAL, H5300 GRADE: LOTTE H5300  POLY PROPYLENE,HOMOPOLYMER;POLIPROPILENO HOMOPOLIMERO, LOTTE CHEMICAL, H5300 GRADE: LOTTE H5300  POLY PROPYLENE,HOMOPOLYMER
